EquivDiameter,Perimeter
210.4177557,677.726
210.4570836,677.348
210.4722078,692.19
210.4782571,693.537
210.4782571,671.293
210.4964041,671.796
210.620367,675.857
210.620367,670.201
210.6385017,686.633
210.6475685,674.295
210.6928967,680.0
210.7321732,671.541
210.7321732,679.271
210.7351942,689.973
210.7351942,675.467
210.7442569,680.065
210.7472777,672.664
210.7835238,677.7
210.8318423,677.462
210.8318423,670.061
210.8348619,676.03
210.871093,816.638
210.9012808,687.791
210.9073179,682.571
210.9344825,675.172
210.973714,672.491
210.979749,681.462
211.0038872,673.319
211.0038872,750.395
211.0129383,673.194
211.0400893,675.203
211.0853331,679.687
211.1667477,670.696
211.1938789,675.649
211.2270346,676.65
211.2481309,679.396
211.2782649,671.731
211.2873042,701.948
211.2993561,674.509
211.3083945,692.225
211.3445445,677.561
211.3505688,687.873
211.3505688,685.515
211.3565931,693.747
211.3626171,678.15
211.3746647,688.22
211.3746647,685.847
211.4168258,687.922
211.419837,688.658
211.419837,680.346
211.4680101,679.818
211.4710205,685.227
211.4860722,669.663
211.4920925,678.016
211.4951027,684.17
211.5041327,668.885
211.5372397,681.083
211.5492774,682.373
211.5883949,673.468
211.597421,676.072
211.6275053,706.545
211.6305135,680.437
211.7267529,678.529
211.7658377,674.683
211.7718501,674.287
211.8139321,676.073
211.8409804,683.282
211.8439856,682.573
211.8650205,687.045
211.8800441,677.828
211.9191007,682.696
211.9191007,682.862
211.9341205,676.858
211.9521428,681.373
211.9641569,677.949
211.9671603,676.973
212.0031979,685.599
212.0092036,679.016
212.0152091,686.408
212.0422317,691.229
212.0512385,682.911
212.066249,682.903
212.0932651,682.682
212.1142753,677.215
212.1172766,680.836
212.1202778,677.909
212.1352834,694.82
212.1592901,684.112
212.1652914,687.741
212.1652914,681.226
212.1952951,683.341
212.231294,681.424
212.2342936,687.757
212.2552898,679.656
212.3092706,681.514
212.3122691,678.413
212.3272611,684.211
212.3332576,704.701
212.3392539,675.129
212.3452501,680.978
212.399208,681.365
212.4141938,685.657
212.4171909,678.412
212.4171909,677.413
212.4291787,698.883
212.4291787,681.165
212.4531522,680.993
212.4651379,677.189
212.5040869,683.515
212.5220609,687.235
212.5460239,679.09
212.5999309,688.485
212.6238851,682.142
212.6328672,676.975
212.6358612,702.0
212.6538241,678.829
212.6987247,676.181
212.7047108,684.316
212.7196751,690.791
212.7346384,683.35
212.7675539,697.407
212.7974727,682.802
212.8692607,687.923
212.896175,694.499
212.9081358,688.378
212.9171059,694.737
212.9260757,689.304
212.9290655,686.971
212.9320553,678.391
212.9470037,692.536
213.0037979,685.864
213.0426484,683.548
213.0426484,679.754
213.057589,680.437
213.117341,690.775
213.1322764,689.725
213.1412371,686.068
213.1501975,699.955
213.1531842,678.241
213.1711035,699.055
213.1711035,691.225
213.1800626,680.082
213.1979796,694.117
213.2069376,689.386
213.2099235,684.558
213.2099235,677.734
213.2129093,683.565
213.2606774,685.105
213.2606774,685.93
213.2756028,684.673
213.2905271,698.169
213.3024657,700.162
213.3054503,684.121
213.3084348,684.029
213.3144038,684.449
213.3740838,682.303
213.3860178,690.56
213.3919846,674.477
213.4158499,693.316
213.4307644,685.863
213.4426952,688.213
213.4665549,685.127
213.4844479,695.242
213.4844479,684.955
213.5112846,683.756
213.5261924,681.549
213.5649479,691.654
213.6036963,687.914
213.6126373,689.511
213.6126373,684.103
213.624558,679.664
213.633498,683.888
213.6573364,678.636
213.6901098,681.39
213.7139419,684.086
213.8003108,686.097
213.8003108,684.781
213.8419937,685.086
213.8658088,684.665
213.8925976,688.727
213.9580674,710.093
213.9610428,683.377
213.9610428,693.613
213.9967446,684.169
214.0026943,704.8
214.0116186,685.989
214.0205425,685.086
214.0264916,702.354
214.0294661,687.586
214.0829994,686.723
214.0948939,691.429
214.1127344,693.059
214.1335465,692.489
214.1603018,683.433
214.1811092,688.635
214.1900261,741.973
214.2019146,681.481
214.2256898,691.115
214.270261,692.057
214.3177934,702.685
214.3207638,693.745
214.3385855,683.764
214.3474958,689.809
214.3682851,690.636
214.3920417,681.59
214.4039191,698.492
214.4068883,712.899
214.4187649,690.918
214.4187649,708.201
214.4276718,723.077
214.4365784,688.089
214.4514219,683.177
214.4514219,682.617
214.4751694,690.354
214.4989142,711.044
214.5018821,703.387
214.5107856,693.003
214.5226564,690.759
214.531559,710.044
214.546396,694.2
214.5523304,679.696
214.5523304,691.479
214.5582648,687.239
214.5582648,683.782
214.5879339,684.301
214.5879339,693.373
214.5968338,685.632
214.6472599,685.681
214.7184294,690.479
214.7955031,714.592
214.8192125,701.396
214.8251394,684.492
214.8458825,698.598
214.8458825,681.763
214.8577347,690.403
214.8695863,701.08
214.8814373,684.137
214.9021749,724.509
214.9199484,689.943
214.982144,693.838
214.9880664,713.642
215.0176763,689.155
215.0591232,690.58
215.0768837,692.777
215.091683,685.99
215.1035217,683.845
215.1124003,697.705
215.1183192,682.374
215.1301564,686.851
215.1656643,685.038
215.1774989,690.321
215.1893329,689.67
215.2011663,689.957
215.2337046,689.513
215.2603232,681.994
215.2691954,689.842
215.2958096,691.958
215.3135506,696.862
215.3431157,687.46
215.3431157,692.256
215.3578967,696.301
215.3963226,689.312
215.4081445,703.908
215.4376966,687.95
215.4613354,694.029
215.4613354,695.283
215.4672447,695.433
215.4849715,692.125
215.4967886,690.992
215.4997428,690.09
215.5204209,689.428
215.5647244,698.972
215.6296865,691.304
215.6355912,692.007
215.6562562,691.877
215.6710158,697.29
215.6828227,687.345
215.694629,710.343
215.7211907,694.092
215.7329949,691.653
215.7359458,698.178
215.7684035,691.737
215.771354,694.803
215.7772548,691.529
215.8008563,687.61
215.8333042,705.861
215.8392033,698.326
215.8480517,698.499
215.8539504,688.123
215.8657473,691.778
215.8716455,693.853
215.8745946,692.969
215.8893392,700.229
215.8981855,688.123
215.90998,697.658
215.9306188,688.188
215.9571515,686.542
216.0131543,728.404
216.0337833,697.963
216.0514637,689.743
216.0573568,698.145
216.0986043,690.331
216.0986043,687.082
216.169296,719.886
216.1810757,698.444
216.1869653,697.665
216.198744,701.528
216.2546843,692.349
216.2635156,696.714
216.2723466,695.806
216.2782338,690.192
216.2841207,708.732
216.2870641,692.928
216.3017806,701.775
216.3665214,699.477
216.3871167,691.274
216.3959426,686.751
216.4283013,687.353
216.4341842,699.632
216.4753599,699.998
216.4783007,692.839
216.4988854,691.769
216.5312287,689.547
216.5518083,692.49
216.5753254,693.645
216.5812043,689.544
216.59884,691.017
216.6105964,699.211
216.6252909,693.273
216.6370458,704.322
216.6458616,690.538
216.6488001,698.915
216.6664303,692.977
216.6723067,692.414
216.6958108,694.705
216.7046242,696.855
216.7193123,697.864
216.7310621,697.906
216.7486856,695.299
216.7721814,702.412
216.786865,690.768
216.804484,700.833
216.8103567,706.713
216.8543966,697.608
216.8690747,695.361
216.9072328,696.83
216.9160376,708.623
216.9160376,697.491
216.9219073,696.21
216.9541875,693.68
216.974727,694.805
216.974727,692.588
216.9776611,692.719
216.9893969,697.756
216.9952646,708.896
217.0069994,693.771
217.0128666,697.873
217.0275339,697.963
217.0334006,694.774
217.0597985,696.689
217.0715299,691.802
217.1272452,698.113
217.138973,700.842
217.1624265,690.695
217.1741524,710.832
217.1858776,710.523
217.1917399,692.49
217.2034642,735.079
217.2474245,704.024
217.2650061,720.184
217.2679362,699.179
217.2913759,704.984
217.3118835,693.447
217.3177425,706.388
217.3236013,691.978
217.3675373,694.497
217.3675373,694.219
217.3821806,702.71
217.3909662,699.991
217.443672,696.823
217.4524551,707.772
217.493438,694.797
217.5285601,710.014
217.5314866,692.541
217.546119,693.745
217.5666026,692.052
217.5724547,704.496
217.5958615,706.995
217.6017128,700.253
217.6046384,738.964
217.607564,698.872
217.6221912,700.485
217.6660669,701.519
217.6689917,698.087
217.6923881,697.179
217.7070097,713.798
217.712858,698.145
217.7508683,695.977
217.774256,705.116
217.774256,703.557
217.7976411,693.806
217.8210238,693.036
217.8239464,700.187
217.8327141,714.729
217.9291359,711.888
217.9291359,699.032
217.9495835,698.873
217.9583461,694.501
217.9700292,701.999
217.9904729,695.359
218.0663902,702.527
218.0663902,701.625
218.0722289,699.848
218.0780674,703.246
218.0809866,701.883
218.1072577,721.309
218.1072577,714.562
218.1160141,700.139
218.1160141,702.379
218.1189328,700.27
218.1831343,707.703
218.1977229,699.759
218.1977229,696.723
218.2006405,704.489
218.247317,697.345
218.2764847,704.994
218.2881507,695.317
218.3027323,710.889
218.3056485,699.619
218.3289767,698.989
218.3289767,711.096
218.3493869,703.374
218.3523025,698.296
218.3727104,706.241
218.3756257,698.809
218.3902015,699.387
218.4368374,713.238
218.4484948,703.264
218.4572375,705.803
218.4572375,693.294
218.4601516,699.808
218.4863772,701.925
218.4863772,701.454
218.4892909,695.177
218.5271662,700.778
218.5446449,712.467
218.5446449,704.306
218.5475578,706.094
218.5562965,708.078
218.6058092,703.354
218.6232816,701.891
218.6261936,711.089
218.6494876,703.892
218.6640451,702.511
218.6756904,697.113
218.6960682,736.706
218.7251761,712.47
218.7339077,704.505
218.7426389,703.04
218.7426389,698.245
218.8182952,700.716
218.8182952,696.136
218.891017,744.128
218.9084666,703.354
218.9230069,699.339
218.9288227,695.582
218.9346384,703.337
218.9520846,693.787
218.966622,704.416
218.9840656,712.345
219.0015078,698.99
219.030575,707.574
219.036388,703.836
219.0392945,715.569
219.0567323,710.5
219.0625446,702.993
219.0712627,709.359
219.0712627,701.429
219.1090374,717.777
219.1497105,706.226
219.1555204,699.287
219.1874717,715.114
219.1932805,722.21
219.2687813,698.336
219.2803945,704.943
219.2978131,712.802
219.3123276,700.671
219.3152304,716.007
219.3355488,702.271
219.3558653,713.544
219.4110006,713.014
219.4110006,712.632
219.4458158,699.758
219.4574196,704.225
219.4777248,703.902
219.4922274,702.47
219.5096292,703.919
219.5212297,697.327
219.5241297,713.618
219.5444288,708.716
219.5589269,712.99
219.5705248,707.053
219.6256062,699.809
219.6256062,703.214
219.640099,707.045
219.6458959,713.155
219.6835718,710.507
219.6893675,699.816
219.7183437,732.54
219.7241385,701.991
219.7270359,701.737
219.7502132,697.748
219.7531102,703.265
219.7791815,700.065
219.8197306,699.222
219.8371065,713.931
219.8689588,709.268
219.8718542,699.361
219.8747496,703.416
219.9239655,701.371
219.9471221,703.86
219.9500165,723.824
219.9529108,706.226
219.9558052,727.603
219.9644879,725.626
219.9847463,715.481
219.9905341,713.114
220.0078965,702.523
220.0107901,707.111
220.0165772,716.827
220.0339376,713.907
220.0831178,723.178
220.100473,710.956
220.1293951,702.407
220.138071,701.644
220.1525301,704.695
220.1554218,707.292
220.2045749,715.166
220.2219205,805.266
220.2248113,716.472
220.2305927,737.757
220.2334834,725.104
220.2363741,707.285
220.2623881,704.491
220.2941789,711.327
220.2970687,722.078
220.2999585,699.123
220.3028483,716.011
220.3028483,707.806
220.3115174,704.92
220.314407,710.41
220.3230756,704.918
220.3490794,717.612
220.3808577,762.943
220.3895237,700.346
220.3981894,715.089
220.4039663,705.654
220.4212961,707.153
220.4212961,701.909
220.453064,723.21
220.4559518,707.456
220.4588395,712.28
220.4790525,719.145
220.4906019,721.729
220.4963764,713.378
220.5021508,732.35
220.510812,706.192
220.513699,703.597
220.516586,706.381
220.5223598,703.614
220.5252467,719.457
220.5396804,701.769
220.5685449,705.63
220.5858618,710.146
220.5887479,713.032
220.5916338,715.604
220.5974057,709.411
220.6031774,709.963
220.6031774,715.843
220.6031774,701.048
220.6349191,709.54
220.6551159,703.058
220.6580011,709.687
220.6580011,705.456
220.7503049,710.319
220.7503049,704.621
220.7589564,706.425
220.7820254,716.131
220.7849088,709.287
220.7877923,725.536
220.7993256,708.533
220.8281562,709.442
220.8368046,704.69
220.8483354,710.914
220.9175072,702.785
220.9232705,718.19
220.9376782,718.737
220.9549662,719.605
220.9636097,705.936
220.9664908,705.689
220.9837766,715.527
221.047146,720.955
221.050026,706.076
221.0586658,784.252
221.1047389,709.443
221.1364086,703.703
221.1479237,704.969
221.1911001,718.102
221.1911001,721.068
221.1911001,709.22
221.1911001,711.412
221.2256351,706.251
221.245778,705.779
221.2803045,710.385
221.2975658,714.965
221.3234551,734.036
221.3320842,708.856
221.3665972,711.559
221.3723489,707.978
221.3838517,728.181
221.3896029,797.002
221.3896029,714.189
221.4356071,711.884
221.4356071,711.112
221.4384821,710.718
221.455731,716.158
221.4988473,719.241
221.5247131,723.764
221.5275869,717.555
221.5419553,704.398
221.5477024,714.519
221.5534494,714.493
221.5591962,702.846
221.5591962,709.931
221.5735625,741.248
221.5735625,715.718
221.5965467,707.74
221.6252736,728.126
221.6310186,716.173
221.6367634,709.625
221.6654851,715.273
221.6741009,725.607
221.6741009,708.534
221.6913314,716.517
221.6970746,712.975
221.7171748,710.915
221.7286597,712.049
221.7430151,706.341
221.763111,724.328
221.7688524,715.538
221.771723,720.599
221.7803347,710.756
221.8090378,718.184
221.8119079,723.426
221.8348674,705.316
221.8434766,713.967
221.8893868,721.004
221.8922558,711.562
221.9123383,741.296
221.9123383,710.617
221.9553659,706.244
221.9639705,713.214
221.9811785,718.151
221.9840464,705.036
221.9840464,714.602
221.9840464,708.716
222.0155907,711.163
222.0442634,716.994
222.0557314,711.247
222.0614652,727.147
222.1101965,714.422
222.1130627,704.737
222.1503202,709.626
222.1732447,717.447
222.1818408,716.198
222.1961669,711.692
222.2420042,718.64
222.2477332,721.177
222.2505976,715.694
222.2591907,716.355
222.2649193,721.457
222.2706477,707.093
222.284968,711.716
222.284968,722.477
222.305015,717.913
222.3193331,730.463
222.330787,724.18
222.3365137,721.732
222.3508298,710.511
222.3508298,724.363
222.3622821,713.685
222.3708708,715.528
222.3737337,711.171
222.382322,721.773
222.3909101,708.154
222.3937727,710.022
222.4023602,709.386
222.4023602,719.237
222.4138098,716.903
222.4195344,714.487
222.4223966,727.362
222.4510169,711.966
222.4538787,727.944
222.4567405,719.796
222.4681873,717.084
222.5111074,716.01
222.5139685,710.41
222.5168295,711.477
222.5225514,718.332
222.5397163,726.873
222.542577,708.832
222.5454376,728.258
222.5482982,720.474
222.6283804,716.92
222.6312399,717.454
222.6340994,715.093
222.6483964,708.524
222.6598334,781.143
222.6655516,715.812
222.6769877,712.513
222.6798466,718.24
222.7198676,718.457
222.7541656,716.507
222.7627393,717.63
222.7684549,716.184
222.7970307,713.852
222.8027454,713.031
222.80846,720.442
222.8284599,719.366
222.8770235,709.353
222.9027294,711.172
222.9341436,707.518
222.9427104,712.794
222.9512768,717.134
222.9855392,711.179
223.0055232,724.031
223.0197964,717.191
223.036923,715.415
223.0454858,727.356
223.04834,781.022
223.0711722,719.5
223.0797337,708.873
223.0854412,716.009
223.0882949,719.97
223.0968557,717.854
223.119683,730.036
223.1253895,727.736
223.1282427,715.945
223.1339489,714.999
223.145361,717.398
223.1852985,725.817
223.1852985,711.642
223.1881509,714.166
223.1910033,714.589
223.2337845,714.71
223.239488,713.315
223.239488,711.099
223.2508947,716.674
223.2708549,721.127
223.2879623,727.678
223.2908134,725.519
223.2936644,731.796
223.336426,719.195
223.350678,709.775
223.3592288,721.153
223.3734794,713.669
223.3848792,709.658
223.3934286,738.413
223.4019778,717.099
223.4133761,723.947
223.4304726,713.397
223.4504168,709.517
223.4504168,721.759
223.4760567,715.918
223.4846026,726.769
223.504542,715.421
223.5358717,713.933
223.5387196,715.008
223.5700445,723.526
223.5814343,714.215
223.587129,742.362
223.6156002,729.415
223.6241408,720.452
223.6241408,725.636
223.6269876,720.153
223.6412211,750.197
223.6497608,727.629
223.6497608,727.618
223.6583002,723.891
223.678224,732.803
223.6953002,729.001
223.7095294,724.304
223.7294487,714.895
223.7579018,747.5
223.763592,719.707
223.7778168,724.501
223.789196,714.221
223.7948854,722.8
223.7948854,729.453
223.8034192,721.525
223.8091082,732.772
223.8147971,716.234
223.8745216,714.687
223.8802089,724.816
223.8830524,728.934
223.8944263,717.522
223.9285444,717.481
223.9342302,748.882
223.9683423,718.796
223.9882386,715.247
223.9996071,711.634
224.0251842,714.124
224.0337092,720.487
224.0621236,755.532
224.0791706,726.064
224.0791706,717.903
224.1018978,726.844
224.1047386,725.307
224.1075793,724.726
224.1189417,747.706
224.1246227,735.692
224.1303036,717.993
224.133144,726.205
224.1530257,720.25
224.2268564,741.696
224.2410519,720.349
224.2722787,725.338
224.2779558,725.692
224.2864712,737.717
224.3006629,721.708
224.3035011,714.776
224.3290435,721.543
224.3403948,718.837
224.3602581,723.825
224.456712,726.291
224.4680568,719.251
224.4850729,721.252
224.4907446,717.629
224.5389487,715.191
224.5843078,720.724
224.6041496,733.765
224.606984,723.79
224.6239895,723.609
224.6268237,719.764
224.6438278,717.433
224.6721651,715.39
224.7373273,716.495
224.74016,715.564
224.7429926,722.087
224.7599879,721.502
224.7883106,715.976
224.822293,742.795
224.8307879,718.722
224.8364509,720.914
224.8449452,720.946
224.8534391,719.045
224.8874117,739.568
224.9072267,727.917
224.9213792,727.157
224.9581715,727.669
224.98081,721.292
224.9836396,737.943
224.9892988,719.823
225.0091048,722.344
225.0119341,736.601
225.0175926,724.386
225.0373961,719.525
225.0515404,719.021
225.0826548,734.078
225.1194208,727.139
225.1307321,719.325
225.1844535,732.976
225.2042424,720.171
225.2070692,723.396
225.209896,731.546
225.2777286,724.609
225.3031606,732.632
225.3144628,721.45
225.3455408,729.422
225.3653155,721.856
225.3879131,714.231
225.3879131,743.961
225.3963866,730.829
225.3963866,716.133
225.4669866,723.237
225.4726337,737.776
225.4782806,721.559
225.4923973,737.056
225.506513,730.921
225.5290964,731.068
225.5375646,725.181
225.5375646,739.057
225.5375646,718.307
225.5770786,739.181
225.6306937,729.801
225.6448009,718.723
225.6701915,720.425
225.6758334,738.009
225.6758334,727.877
225.7012205,742.191
225.7350656,719.269
225.743526,724.462
225.7463461,725.214
225.799921,723.751
225.8309323,723.478
225.8563019,726.711
225.8563019,721.433
225.8647579,724.428
225.9323938,727.083
225.9521172,718.837
225.9887417,740.571
225.9943757,726.074
226.0000096,735.396
226.0028265,724.693
226.0112769,734.219
226.0225437,724.676
226.0309934,730.299
226.0309934,721.437
226.0760531,735.881
226.0788691,721.446
226.0873167,732.715
226.0985797,722.163
226.1098421,729.638
226.1295499,724.95
226.1436259,731.962
226.1492561,737.07
226.160516,721.945
226.2280636,729.067
226.2308776,742.209
226.2449473,726.182
226.3574734,734.477
226.3602858,727.238
226.3743475,726.411
226.3743475,725.14
226.4221506,729.52
226.4418313,723.726
226.4446427,722.923
226.4783766,737.587
226.4811875,764.364
226.4896201,734.253
226.5486395,729.425
226.5935963,730.663
226.6020247,724.982
226.6160714,737.758
226.6273081,730.78
226.6301171,732.176
226.6553974,744.73
226.6975248,736.091
226.7087574,732.896
226.7480674,724.736
226.7677198,729.945
226.778949,736.057
226.7817562,730.714
226.7957917,724.683
226.8266668,734.88
226.843506,730.648
226.8631501,739.701
226.8631501,726.959
226.8827925,723.823
226.9276832,730.904
226.9304885,742.366
226.9501251,728.447
226.9669552,733.681
226.9669552,726.133
226.9753697,733.598
226.9753697,741.338
226.9809792,763.363
227.0258504,732.301
227.0370669,733.501
227.0398709,733.929
227.0426749,727.273
227.0931406,740.479
227.0931406,727.151
227.1155663,737.636
227.1267782,733.046
227.1576083,730.217
227.1576083,754.329
227.174423,755.94
227.2136524,725.149
227.2668814,737.031
227.2780859,737.047
227.283688,743.746
227.283688,725.331
227.3060948,925.731
227.3256989,746.02
227.3369006,727.926
227.3509018,735.327
227.3509018,730.855
227.387301,725.346
227.4236944,727.43
227.4628808,783.891
227.4768743,727.677
227.48527,726.397
227.4908669,741.995
227.4936654,737.815
227.4964637,728.896
227.4992621,727.588
227.5300417,734.722
227.5356376,727.207
227.5748047,734.559
227.6083711,732.945
227.6195588,735.097
227.6279492,730.309
227.6559151,738.355
227.6698967,728.852
227.6922655,737.056
227.6950615,744.134
227.7286102,739.522
227.7425874,732.691
227.7453827,724.96
227.7817189,727.315
227.7873085,728.679
227.7984875,732.781
227.8599617,725.165
227.8599617,727.951
227.8934862,753.802
227.9074532,757.35
227.9297987,730.673
227.9800681,729.317
227.9828605,732.103
227.9884453,736.42
228.0163669,737.916
228.0275346,731.101
228.03591,727.572
228.03591,737.702
228.0387017,745.5
228.0470767,749.469
228.0498683,737.982
228.0805737,779.192
228.0917382,738.479
228.0973203,737.27
228.1252286,730.159
228.1559238,733.137
228.1782449,723.304
228.1866148,731.734
228.2005639,732.606
228.2033537,735.219
228.2173017,732.558
228.2647189,737.658
228.3483722,732.474
228.3567358,733.353
228.3623114,738.536
228.3734622,727.564
228.3790374,736.147
228.3818249,745.06
228.404124,783.467
228.4319948,722.675
228.445929,730.037
228.5406585,728.902
228.5657274,750.784
228.5712979,730.988
228.5740831,742.96
228.5852236,731.336
228.6019332,741.688
228.643702,736.776
228.6687596,727.628
228.7132997,735.08
228.72165,735.676
228.7244334,738.801
228.7327832,738.571
228.8051362,734.27
228.8301761,746.459
228.8635585,736.411
228.9024983,733.392
228.9191848,728.657
228.9497736,742.126
228.9859186,732.169
229.005379,733.839
229.0164985,735.826
229.0276174,853.7
229.0415153,738.357
229.0943196,740.389
229.0970984,748.827
229.1082135,738.928
229.1082135,769.813
229.1165494,744.176
229.1554462,740.629
229.1776701,743.017
229.1915589,736.602
229.2082243,737.909
229.2165566,732.882
229.2221113,739.795
229.2332202,742.954
229.2415516,734.41
229.2471056,743.692
229.2665438,737.859
229.2720973,743.117
229.2804273,748.997
229.3165202,754.588
229.3165202,742.837
229.3748122,738.828
229.3775876,795.35
229.3775876,763.498
229.3775876,736.957
229.380363,733.765
229.3859137,742.671
229.3970148,743.053
229.4025651,740.092
229.4053402,731.681
229.4081152,734.848
229.4275398,739.16
229.4414135,741.288
229.4497373,864.737
229.4636096,745.823
229.466384,730.92
229.466384,734.84
229.4802553,755.398
229.4941258,737.76
229.5246379,733.668
229.5301851,740.424
229.5523727,736.395
229.5579192,750.344
229.5606924,738.976
229.5634656,736.073
229.571785,737.397
229.58565,741.713
229.6549622,738.127
229.6826812,749.935
229.6882246,738.189
229.699311,740.182
229.7214823,731.549
229.7408803,740.397
229.7464223,731.423
229.7602767,737.975
229.7741303,733.677
229.8489252,737.428
229.8572343,734.055
229.8821596,735.254
229.8849289,732.16
229.9458454,732.598
229.9679928,734.376
229.9679928,742.954
229.9956741,734.502
230.053794,740.413
230.0593285,736.546
230.0731641,749.958
230.1063661,745.494
230.1312644,747.919
230.164458,756.279
230.1893501,748.956
230.1976468,741.44
230.1976468,813.48
230.2004124,734.652
230.2170048,740.681
230.2253005,742.831
230.2446561,742.836
230.250186,738.396
230.2584806,742.564
230.2695395,742.133
230.2723042,741.375
230.3469374,740.349
230.4850831,741.176
230.4988931,778.322
230.5182257,735.759
230.5900185,759.259
230.6093435,734.841
230.6424683,744.211
230.6452285,737.016
230.6590289,741.814
230.6921466,744.664
