Area,AspectRation,ConvexArea,EquivDiameter,MinorAxisLength,Perimeter
33090.0,1.236712666,33352.0,205.2595833,184.6885548,653.809
33143.0,1.172812181,33377.0,205.4238989,189.7373793,648.385
33159.0,1.170878708,33415.0,205.4734778,189.98042,653.801
33168.0,1.297552191,33542.0,205.5013606,180.5827539,680.621
33171.0,1.167534946,33429.0,205.5106541,190.3614532,654.338
33194.0,1.275820505,33520.0,205.5818899,182.0856017,664.658
33236.0,1.049424005,33611.0,205.711909,200.9273673,660.788
33248.0,1.259176693,33511.0,205.7490422,183.4292487,660.068
33251.0,1.115233763,33565.0,205.7583245,194.9834825,658.962
33276.0,1.299286096,33857.0,205.8356604,180.705496,704.493
33316.0,1.237148493,33699.0,205.9593374,185.2793615,670.587
33319.0,1.191598158,33732.0,205.9686102,188.8365103,668.601
33325.0,1.179669807,33701.0,205.9871545,189.7357064,674.433
33330.0,1.184387496,33580.0,206.0026068,189.4313875,653.776
33333.0,1.144328878,33834.0,206.0118777,192.7167056,679.262
33338.0,1.269766497,33639.0,206.0273281,182.9185092,659.103
33344.0,1.194253546,33692.0,206.0458672,188.668526,661.508
33382.0,1.167346605,33730.0,206.1632423,190.920249,659.434
33399.0,1.153418042,33752.0,206.2157306,192.0898879,664.701
33421.0,1.131522436,33691.0,206.2836368,194.0253903,654.804
33423.0,1.179949356,33707.0,206.289809,189.9810797,659.036
33427.0,1.222891486,33789.0,206.3021528,186.6258656,665.61
33429.0,1.235586679,33713.0,206.3083245,185.6980934,658.605
33431.0,1.135413444,33788.0,206.3144959,193.6804685,666.841
33433.0,1.186934863,33708.0,206.3206672,189.5660154,657.349
33446.0,1.178586895,33713.0,206.3607759,190.2565986,656.077
33447.0,1.198038824,33791.0,206.3638608,188.7406408,664.412
33459.0,1.12638252,33765.0,206.4008768,194.5431002,655.414
33468.0,1.181652029,33748.0,206.4286344,189.9543464,659.987
33498.0,1.21686354,33745.0,206.5211327,187.3160543,657.523
33534.0,1.121171948,33793.0,206.6320761,195.1928536,657.067
33538.0,1.210566012,33800.0,206.6443995,187.9440519,658.284
33539.0,1.169889288,33915.0,206.6474802,191.2006021,662.418
33547.0,1.069167543,33832.0,206.6721244,199.9257014,653.512
33560.0,1.213352027,33897.0,206.7121649,187.8565921,669.259
33576.0,1.179172355,33927.0,206.7614349,190.4630178,666.339
33583.0,1.149057171,33868.0,206.7829868,192.9504091,657.754
33584.0,1.169218404,33884.0,206.7860655,191.3544824,658.848
33607.0,1.076387518,34162.0,206.8568621,199.5241432,690.171
33620.0,1.158927754,34012.0,206.8968668,192.2260318,670.224
33623.0,1.102941394,33918.0,206.9060976,197.0837827,659.408
33631.0,1.178953771,34009.0,206.9307109,190.753366,669.076
33639.0,1.177150939,33919.0,206.9553214,190.8531005,663.03
33717.0,1.247609077,33985.0,207.1951199,185.6531262,664.363
33731.0,1.242015871,34073.0,207.2381313,186.1264562,671.696
33736.0,1.140387786,33988.0,207.2534904,194.1359516,655.729
33794.0,1.114062631,34127.0,207.4315723,196.5777218,665.826
33809.0,1.230189184,34143.0,207.4776031,187.1642998,669.341
33824.0,1.130438948,34079.0,207.5236236,195.2815454,656.339
33838.0,1.152415344,34146.0,207.5665669,193.4836383,661.029
33845.0,1.188221248,34159.0,207.5880353,190.5214245,670.945
33849.0,1.138382624,34239.0,207.6003019,194.6713489,669.571
33858.0,1.27259641,34142.0,207.6278992,184.1392916,664.46
33860.0,1.177598412,34319.0,207.6340314,191.5211613,683.315
33864.0,1.134073805,34167.0,207.6462953,195.0635178,662.898
33866.0,1.23584543,34171.0,207.652427,186.8608751,668.421
33876.0,1.20608691,34211.0,207.6830826,189.1647868,666.966
33930.0,1.162243676,34251.0,207.8485452,192.8605622,666.214
33946.0,1.238003462,34246.0,207.8975459,187.0289921,667.313
33946.0,1.273808035,34280.0,207.8975459,184.2937385,668.564
33961.0,1.311240651,34379.0,207.9434735,181.6542972,690.353
33961.0,1.255099849,34279.0,207.9434735,185.7332978,667.497
33969.0,1.141669311,34260.0,207.9679641,194.7690372,666.389
33972.0,1.25319359,34349.0,207.9771473,185.9156247,672.812
33993.0,1.114962639,34299.0,208.0414186,197.0923214,669.092
33996.0,1.147727915,34285.0,208.0505986,194.3808765,663.743
34004.0,1.210898964,34277.0,208.0750765,189.1650397,659.963
34027.0,1.236085487,34334.0,208.1454347,187.4123657,670.16
34036.0,1.187417987,34369.0,208.1729597,191.1104706,666.067
34051.0,1.193832824,34502.0,208.2188266,190.6640036,677.272
34053.0,1.24436186,34362.0,208.2249414,186.7914403,671.582
34060.0,1.119646032,34367.0,208.2463418,196.882203,662.146
34082.0,1.22419118,34364.0,208.3135861,188.3912829,668.346
34097.0,1.193957013,34502.0,208.359422,190.8101712,680.595
34104.0,1.210688207,34421.0,208.3808087,189.5440417,667.289
34113.0,1.125855866,34492.0,208.4083026,196.5103818,673.914
34130.0,1.274725908,34392.0,208.4602256,184.7780345,666.585
34131.0,1.157549753,34473.0,208.4632795,193.8042127,668.091
34151.0,1.231222027,34580.0,208.524348,188.035623,674.271
34151.0,1.17836629,34389.0,208.524348,192.2363364,662.129
34179.0,1.16254527,34576.0,208.6098138,193.5928928,677.064
34191.0,1.1517228,34445.0,208.6464313,194.474673,661.403
34207.0,1.191296024,34515.0,208.6952446,191.4154535,668.737
34207.0,1.180435819,34421.0,208.6952446,192.1947081,661.138
34220.0,1.247240782,34577.0,208.734897,186.9591042,677.527
34222.0,1.143721216,34576.0,208.7409967,195.2383681,671.994
34239.0,1.239510475,34510.0,208.792837,187.7243461,666.439
34246.0,1.21010116,34732.0,208.8141792,189.9911444,684.324
34253.0,1.191440814,34556.0,208.8355193,191.3685323,672.539
34254.0,1.148975344,34575.0,208.8385677,194.9291861,668.704
34259.0,1.185944914,34623.0,208.8538091,191.8680382,676.402
34276.0,1.205594039,34738.0,208.9056214,190.4115066,689.626
34291.0,1.216397453,34619.0,208.9513274,189.6239312,671.507
34313.0,1.115243208,34600.0,209.0183449,198.103852,671.844
34321.0,1.188547268,34652.0,209.0427095,191.8273267,669.531
34327.0,1.221092393,34714.0,209.0609812,189.3043718,677.311
34333.0,1.200883421,34592.0,209.0792512,190.8718701,665.686
34337.0,1.205514668,34583.0,209.0914304,190.6295846,667.785
34349.0,1.296673425,34645.0,209.1279635,183.7249369,674.863
34390.0,1.368991991,34759.0,209.252737,178.97451,680.24
34394.0,1.215980692,34730.0,209.264906,189.9052632,669.762
34395.0,1.224786513,34638.0,209.2679482,189.1898259,665.156
34397.0,1.20343992,34776.0,209.2740324,190.931594,678.85
34410.0,1.230329164,34802.0,209.3135751,188.9396293,684.481
34412.0,1.248458481,34677.0,209.319658,187.3982909,667.199
34419.0,1.14583779,34885.0,209.3409465,195.6151627,687.797
34421.0,1.228676843,34762.0,209.3470286,189.1497475,678.034
34425.0,1.233838406,34791.0,209.3591921,188.5544051,680.503
34428.0,1.20040554,34908.0,209.3683143,191.3790717,688.178
34441.0,1.191660824,34826.0,209.4078393,191.9152031,675.683
34443.0,1.250754642,34874.0,209.4139194,187.5726238,684.507
34447.0,1.152349161,34853.0,209.4260791,195.3291753,682.912
34461.0,1.384870389,34691.0,209.4686324,178.1577837,675.775
34469.0,1.205055483,34747.0,209.4929447,190.9936711,666.834
34474.0,1.159255102,34774.0,209.5081384,194.6503481,672.3
34475.0,1.321732487,34878.0,209.511177,182.3691135,677.676
34483.0,1.239426102,35051.0,209.5354844,188.5878665,687.567
34491.0,1.236543276,34829.0,209.5597889,188.5763657,674.657
34503.0,1.272478978,34885.0,209.5962405,185.8927694,678.24
34509.0,1.206420478,34776.0,209.6144638,190.9197413,668.332
34521.0,1.148568576,34830.0,209.6509059,195.6829765,667.908
34523.0,1.22232617,34878.0,209.6569789,189.734176,673.987
34532.0,1.070577908,35057.0,209.6843055,202.7149085,689.551
34543.0,1.254827198,34826.0,209.7176998,187.2911352,670.896
34543.0,1.170142039,34827.0,209.7176998,193.972557,669.456
34594.0,1.236013359,34848.0,209.8724584,188.8659908,670.069
34600.0,1.215150492,34919.0,209.8906578,190.4578223,673.252
34601.0,1.163316482,35048.0,209.8936909,194.7187568,685.556
34622.0,1.261293312,35010.0,209.9573755,187.0530848,683.382
34623.0,1.179278959,34965.0,209.9604076,193.5033005,675.213
34626.0,1.217464754,34913.0,209.9695037,190.4682829,667.845
34629.0,1.22905782,34915.0,209.9785994,189.6828749,670.997
34631.0,1.191970436,34953.0,209.9846629,192.4014026,670.02
34635.0,1.167929264,34929.0,209.9967896,194.4152197,667.638
34638.0,1.246101199,34989.0,210.0058841,188.3397997,677.314
34666.0,1.153016616,35034.0,210.0907472,195.8277652,681.015
34671.0,1.255474903,35015.0,210.1058977,187.6497244,674.874
34676.0,1.160116359,34982.0,210.1210471,195.193788,668.424
34680.0,1.20927171,34941.0,210.1331659,191.2410961,669.575
34700.0,1.2328649,35154.0,210.1937492,189.501815,690.412
34703.0,1.203411104,35025.0,210.2028352,191.7626609,676.387
34722.0,1.167037322,34999.0,210.2603707,194.7318627,670.391
34729.0,1.181519496,35043.0,210.281564,193.6576351,671.193
34733.0,1.177794388,35019.0,210.2936735,193.8600236,670.564
34747.0,1.242756379,35043.0,210.3360513,188.725983,672.202
34748.0,1.103966864,35046.0,210.3390779,200.2691414,669.267
34750.0,1.124267613,35091.0,210.3451311,198.5282098,675.599
34757.0,1.206382936,35150.0,210.3663159,191.6720331,686.779
34761.0,1.191041073,35171.0,210.3784205,192.8875726,687.872
34766.0,1.215615541,35054.0,210.3935503,190.9940473,669.475
34771.0,1.199811896,35163.0,210.408679,192.1855584,683.109
34772.0,1.173467221,35103.0,210.4117046,194.336638,671.947
34774.0,1.178190729,35139.0,210.4177557,193.96029,677.726
34787.0,1.198346811,35126.0,210.4570836,192.6459316,677.348
34792.0,1.173378219,35231.0,210.4722078,194.3385831,692.19
34794.0,1.270048194,35187.0,210.4782571,186.9933377,693.537
34794.0,1.262442101,35052.0,210.4782571,187.4231531,671.293
34800.0,1.15858982,35120.0,210.4964041,195.613827,671.796
34841.0,1.210560116,35137.0,210.620367,191.6112724,675.857
34841.0,1.126890634,35122.0,210.620367,198.5307932,670.201
34847.0,1.257167299,35229.0,210.6385017,188.0626579,686.633
34850.0,1.195491391,35119.0,210.6475685,192.7521882,674.295
34865.0,1.137331977,35256.0,210.6928967,197.677632,680.0
34878.0,1.143372259,35188.0,210.7321732,197.1479559,671.541
34878.0,1.182248699,35217.0,210.7321732,193.9498701,679.271
34879.0,1.253691263,35298.0,210.7351942,188.3981624,689.973
34879.0,1.125365442,35258.0,210.7351942,198.8687463,675.467
34882.0,1.237386093,35219.0,210.7442569,189.5311789,680.065
34883.0,1.213372114,35182.0,210.7472777,191.4684387,672.664
34895.0,1.142658305,35227.0,210.7835238,197.2329239,677.7
34911.0,1.24289736,35252.0,210.8318423,189.2799888,677.462
34911.0,1.214329904,35204.0,210.8318423,191.3768711,670.061
34912.0,1.192614885,35245.0,210.8348619,193.1139792,676.03
34924.0,1.422153122,37992.0,210.871093,181.6399258,816.638
34934.0,1.188119517,35445.0,210.9012808,193.7172105,687.791
34936.0,1.208127223,35353.0,210.9073179,192.0522539,682.571
34945.0,1.239697891,35231.0,210.9344825,189.5541679,675.172
34958.0,1.200686059,35254.0,210.973714,192.6081255,672.491
34960.0,1.26395208,35342.0,210.979749,187.9510512,681.462
34968.0,1.272371851,35218.0,211.0038872,187.1376478,673.319
34968.0,1.317327882,35858.0,211.0038872,184.3295472,750.395
34971.0,1.238875312,35269.0,211.0129383,189.6894581,673.194
34980.0,1.217755417,35276.0,211.0400893,191.3427601,675.203
34995.0,1.259706645,35298.0,211.0853331,188.1316847,679.687
35022.0,1.203695806,35293.0,211.1667477,192.6036331,670.696
35031.0,1.205317841,35369.0,211.1938789,192.5367815,675.649
35042.0,1.140066481,35380.0,211.2270346,197.8959341,676.65
35049.0,1.173717518,35349.0,211.2481309,195.0752162,679.396
35059.0,1.183766279,35314.0,211.2782649,194.3218141,671.731
35062.0,1.114913642,35579.0,211.2873042,200.2523714,701.948
35066.0,1.173849668,35356.0,211.2993561,195.1179759,674.509
35069.0,1.224998628,35563.0,211.3083945,191.2138075,692.225
35081.0,1.232008674,35395.0,211.3445445,190.5792388,677.561
35083.0,1.17809071,35513.0,211.3505688,194.93395,687.873
35083.0,1.162036344,35477.0,211.3505688,196.1941843,685.515
35085.0,1.352360811,35658.0,211.3565931,181.8560113,693.747
35087.0,1.258904995,35477.0,211.3626171,188.4922823,678.15
35091.0,1.140733811,35466.0,211.3746647,197.988503,688.22
35091.0,1.207015536,35452.0,211.3746647,192.6269167,685.847
35105.0,1.207179116,35508.0,211.4168258,192.4946821,687.922
35106.0,1.194062723,35503.0,211.419837,193.5514908,688.658
35106.0,1.226969922,35445.0,211.419837,191.0105524,680.346
35122.0,1.200125505,35481.0,211.4680101,193.1433259,679.818
35123.0,1.214686329,35457.0,211.4710205,192.0042077,685.227
35128.0,1.16551566,35376.0,211.4860722,195.966868,669.663
35130.0,1.277960112,35473.0,211.4920925,187.1601061,678.016
35131.0,1.228354534,35466.0,211.4951027,190.924541,684.17
35134.0,1.143015081,35360.0,211.5041327,197.955771,668.885
35145.0,1.32692391,35444.0,211.5372397,183.7065283,681.083
35149.0,1.274817232,35509.0,211.5492774,187.4223342,682.373
35162.0,1.182836542,35450.0,211.5883949,194.6424568,673.468
35165.0,1.21050688,35463.0,211.597421,192.3850785,676.072
35175.0,1.14729968,35707.0,211.6275053,197.6791575,706.545
35176.0,1.240850257,35499.0,211.6305135,190.0240087,680.437
35208.0,1.200668725,35535.0,211.7267529,193.4634694,678.529
35221.0,1.254592021,35484.0,211.7658377,189.1299913,674.683
35223.0,1.190169675,35537.0,211.7718501,194.31596,674.287
35237.0,1.218227333,35502.0,211.8139321,192.0229569,676.073
35246.0,1.284005131,35599.0,211.8409804,186.9855135,683.282
35247.0,1.228802962,35605.0,211.8439856,191.2353297,682.573
35254.0,1.127053674,35676.0,211.8650205,199.6920336,687.045
35259.0,1.227878103,35577.0,211.8800441,191.2971925,677.828
35272.0,1.199034975,35619.0,211.9191007,193.5975477,682.696
35272.0,1.17736212,35637.0,211.9191007,195.4208887,682.862
35277.0,1.263692661,35527.0,211.9341205,188.7741821,676.858
35283.0,1.115210578,35589.0,211.9521428,200.8365205,681.373
35287.0,1.112003227,35627.0,211.9641569,201.0973362,677.949
35288.0,1.202875256,35608.0,211.9671603,193.387722,676.973
35300.0,1.261691547,35640.0,212.0031979,188.8076239,685.599
35302.0,1.236937262,35644.0,212.0092036,190.7405476,679.016
35304.0,1.221668473,35737.0,212.0152091,192.04541,686.408
35313.0,1.207332956,35743.0,212.0422317,193.1171461,691.229
35316.0,1.256471073,35637.0,212.0512385,189.2416271,682.911
35321.0,1.204400635,35670.0,212.066249,193.4111007,682.903
35330.0,1.221977466,35655.0,212.0932651,192.0162337,682.682
35337.0,1.164519444,35671.0,212.1142753,196.6330141,677.215
35338.0,1.148565094,35669.0,212.1172766,198.0449215,680.836
35339.0,1.16202992,35667.0,212.1202778,196.9580537,677.909
35344.0,1.218424594,35807.0,212.1352834,192.35218,694.82
35352.0,1.189405053,35760.0,212.1592901,194.6544229,684.112
35354.0,1.225133955,35726.0,212.1652914,191.8282547,687.741
35354.0,1.249617554,35666.0,212.1652914,189.8898462,681.226
35364.0,1.09569225,35761.0,212.1952951,202.8807894,683.341
35376.0,1.241944882,35693.0,212.231294,190.5127968,681.424
35377.0,1.255328656,35712.0,212.2342936,189.4917581,687.757
35384.0,1.232226973,35698.0,212.2552898,191.3265181,679.656
35402.0,1.182561043,35696.0,212.3092706,195.3459322,681.514
35403.0,1.21312411,35713.0,212.3122691,192.879318,678.413
35408.0,1.295847286,35765.0,212.3272611,186.6907132,684.211
35410.0,1.15760602,35997.0,212.3332576,197.4338111,704.701
35412.0,1.151864973,35693.0,212.3392539,197.9427918,675.129
35414.0,1.245682899,35729.0,212.3452501,190.3678563,680.978
35432.0,1.209728147,35757.0,212.399208,193.2188091,681.365
35437.0,1.150348272,35804.0,212.4141938,198.2331243,685.657
35438.0,1.203754804,35726.0,212.4171909,193.710573,678.412
35438.0,1.217095582,35725.0,212.4171909,192.6140462,677.413
35442.0,1.240122774,36046.0,212.4291787,191.003258,698.883
35442.0,1.157746424,35791.0,212.4291787,197.5865551,681.165
35450.0,1.230760623,35744.0,212.4531522,191.5857195,680.993
35454.0,1.227669824,35744.0,212.4651379,191.8532649,677.189
35467.0,1.13894534,35845.0,212.5040869,199.2610778,683.515
35473.0,1.284609638,35874.0,212.5220609,187.6446637,687.235
35481.0,1.251558634,35754.0,212.5460239,190.0844881,679.09
35499.0,1.154150283,35887.0,212.5999309,197.9982626,688.485
35507.0,1.265002471,35835.0,212.6238851,189.1161631,682.142
35510.0,1.13961546,35799.0,212.6328672,199.3230352,676.975
35511.0,1.097921389,36641.0,212.6358612,204.1513255,702.0
35517.0,1.199574205,35881.0,212.6538241,194.232582,678.829
35532.0,1.179838493,35820.0,212.6987247,195.8801972,676.181
35534.0,1.178886868,35921.0,212.7047108,196.0370157,684.316
35539.0,1.342422904,35853.0,212.7196751,184.0422124,690.791
35544.0,1.190767783,35949.0,212.7346384,195.0293809,683.35
35555.0,1.252209332,36021.0,212.7675539,190.2546224,697.407
35565.0,1.139990154,35922.0,212.7974727,199.3839165,682.802
35589.0,1.217982743,35977.0,212.8692607,192.994447,687.923
35598.0,1.323978814,36045.0,212.896175,185.3486365,694.499
35602.0,1.276076323,35941.0,212.9081358,188.5903078,688.378
35605.0,1.329157076,35968.0,212.9171059,184.7444941,694.737
35608.0,1.272711709,35997.0,212.9260757,188.8797386,689.304
35609.0,1.167537238,36002.0,212.9290655,197.1409408,686.971
35610.0,1.209479513,35888.0,212.9320553,193.8260159,678.391
35615.0,1.193515219,36004.0,212.9470037,195.2246498,692.536
35634.0,1.21688048,36006.0,213.0037979,193.2178621,685.864
35647.0,1.20162407,35993.0,213.0426484,194.4070019,683.548
35647.0,1.227799423,35927.0,213.0426484,192.3417705,679.754
35652.0,1.138467675,36002.0,213.057589,199.8096977,680.437
35672.0,1.282631188,36078.0,213.117341,188.2509018,690.775
35677.0,1.224393188,36120.0,213.1322764,192.7272628,689.725
35680.0,1.171915431,35991.0,213.1412371,197.0362234,686.068
35683.0,1.234323718,36188.0,213.1501975,192.1409058,699.955
35684.0,1.241782084,35953.0,213.1531842,191.4124113,678.241
35690.0,1.222356513,36122.0,213.1711035,192.902193,699.055
35690.0,1.249668787,36059.0,213.1711035,190.7619789,691.225
35693.0,1.159187168,35997.0,213.1800626,198.0893949,680.082
35699.0,1.229557277,36104.0,213.1979796,192.4798218,694.117
35702.0,1.19878162,36067.0,213.2069376,194.8038188,689.386
35703.0,1.219774628,36029.0,213.2099235,193.0748494,684.558
35703.0,1.163859107,35987.0,213.2099235,197.7162664,677.734
35704.0,1.278019339,35994.0,213.2129093,188.6546976,683.565
35720.0,1.230638268,36074.0,213.2606774,192.3416647,685.105
35720.0,1.273536917,36024.0,213.2606774,189.0891572,685.93
35725.0,1.212734286,36053.0,213.2756028,193.9051263,684.673
35730.0,1.288447037,36142.0,213.2905271,187.9909129,698.169
35734.0,1.363856125,36085.0,213.3024657,182.9150412,700.162
35735.0,1.217423792,36043.0,213.3054503,193.432329,684.121
35736.0,1.218659779,36088.0,213.3084348,193.3776575,684.029
35738.0,1.239517001,36051.0,213.3144038,191.8892822,684.449
35758.0,1.25687997,36049.0,213.3740838,190.4997504,682.303
35762.0,1.228916073,36157.0,213.3860178,192.7075785,690.56
35764.0,1.083006788,36032.0,213.3919846,205.0983639,674.477
35772.0,1.322236437,36140.0,213.4158499,185.6779934,693.316
35777.0,1.073362406,36174.0,213.4307644,206.1931217,685.863
35781.0,1.265089469,36108.0,213.4426952,189.8509594,688.213
35789.0,1.196667648,36146.0,213.4665549,195.2244366,685.127
35795.0,1.366888653,36189.0,213.4844479,182.7040856,695.242
35795.0,1.134910522,36124.0,213.4844479,200.5136154,684.955
35804.0,1.226254588,36096.0,213.5112846,192.9328021,683.756
35809.0,1.187399664,36094.0,213.5261924,196.0478268,681.549
35822.0,1.211943065,36203.0,213.5649479,194.2379233,691.654
35835.0,1.236903883,36190.0,213.6036963,192.1767591,687.914
35838.0,1.214148986,36193.0,213.6126373,193.9656753,689.511
35838.0,1.278403285,36131.0,213.6126373,189.1084507,684.103
35842.0,1.179823487,36127.0,213.624558,196.7334531,679.664
35845.0,1.149592419,36169.0,213.633498,199.4579063,683.888
35853.0,1.16714628,36172.0,213.6573364,197.8947951,678.636
35864.0,1.169480599,36158.0,213.6901098,197.8137403,681.39
35872.0,1.182918585,36214.0,213.7139419,196.5917462,684.086
35901.0,1.225589753,36225.0,213.8003108,193.2548659,686.097
35901.0,1.237954388,36216.0,213.8003108,192.2740092,684.781
35915.0,1.243954629,36222.0,213.8419937,191.8374385,685.086
35923.0,1.155018033,36239.0,213.8658088,199.1153587,684.665
35932.0,1.28446813,36273.0,213.8925976,188.7911616,688.727
35954.0,1.382638877,36380.0,213.9580674,182.0148219,710.093
35955.0,1.284479136,36232.0,213.9610428,188.8736921,683.377
35955.0,1.402359694,36295.0,213.9610428,180.8837375,693.613
35967.0,1.169438462,36223.0,213.9967446,197.9525237,684.169
35969.0,1.074654359,36555.0,214.0026943,206.814546,704.8
35972.0,1.189517235,36336.0,214.0116186,196.2922116,685.989
35975.0,1.207596555,36307.0,214.0205425,194.9026697,685.086
