Area,ConvexArea,EquivDiameter,Perimeter
33090.0,33352.0,205.2595833,653.809
33143.0,33377.0,205.4238989,648.385
33159.0,33415.0,205.4734778,653.801
33168.0,33542.0,205.5013606,680.621
33171.0,33429.0,205.5106541,654.338
33194.0,33520.0,205.5818899,664.658
33236.0,33611.0,205.711909,660.788
33248.0,33511.0,205.7490422,660.068
33251.0,33565.0,205.7583245,658.962
33276.0,33857.0,205.8356604,704.493
33316.0,33699.0,205.9593374,670.587
33319.0,33732.0,205.9686102,668.601
33325.0,33701.0,205.9871545,674.433
33330.0,33580.0,206.0026068,653.776
33333.0,33834.0,206.0118777,679.262
33338.0,33639.0,206.0273281,659.103
33344.0,33692.0,206.0458672,661.508
33382.0,33730.0,206.1632423,659.434
33399.0,33752.0,206.2157306,664.701
33421.0,33691.0,206.2836368,654.804
33423.0,33707.0,206.289809,659.036
33427.0,33789.0,206.3021528,665.61
33429.0,33713.0,206.3083245,658.605
33431.0,33788.0,206.3144959,666.841
33433.0,33708.0,206.3206672,657.349
33446.0,33713.0,206.3607759,656.077
33447.0,33791.0,206.3638608,664.412
33459.0,33765.0,206.4008768,655.414
33468.0,33748.0,206.4286344,659.987
33498.0,33745.0,206.5211327,657.523
33534.0,33793.0,206.6320761,657.067
33538.0,33800.0,206.6443995,658.284
33539.0,33915.0,206.6474802,662.418
33547.0,33832.0,206.6721244,653.512
33560.0,33897.0,206.7121649,669.259
33576.0,33927.0,206.7614349,666.339
33583.0,33868.0,206.7829868,657.754
33584.0,33884.0,206.7860655,658.848
33607.0,34162.0,206.8568621,690.171
33620.0,34012.0,206.8968668,670.224
33623.0,33918.0,206.9060976,659.408
33631.0,34009.0,206.9307109,669.076
33639.0,33919.0,206.9553214,663.03
33717.0,33985.0,207.1951199,664.363
33731.0,34073.0,207.2381313,671.696
33736.0,33988.0,207.2534904,655.729
33794.0,34127.0,207.4315723,665.826
33809.0,34143.0,207.4776031,669.341
33824.0,34079.0,207.5236236,656.339
33838.0,34146.0,207.5665669,661.029
33845.0,34159.0,207.5880353,670.945
33849.0,34239.0,207.6003019,669.571
33858.0,34142.0,207.6278992,664.46
33860.0,34319.0,207.6340314,683.315
33864.0,34167.0,207.6462953,662.898
33866.0,34171.0,207.652427,668.421
33876.0,34211.0,207.6830826,666.966
33930.0,34251.0,207.8485452,666.214
33946.0,34246.0,207.8975459,667.313
33946.0,34280.0,207.8975459,668.564
33961.0,34379.0,207.9434735,690.353
33961.0,34279.0,207.9434735,667.497
33969.0,34260.0,207.9679641,666.389
33972.0,34349.0,207.9771473,672.812
33993.0,34299.0,208.0414186,669.092
33996.0,34285.0,208.0505986,663.743
34004.0,34277.0,208.0750765,659.963
34027.0,34334.0,208.1454347,670.16
34036.0,34369.0,208.1729597,666.067
34051.0,34502.0,208.2188266,677.272
34053.0,34362.0,208.2249414,671.582
34060.0,34367.0,208.2463418,662.146
34082.0,34364.0,208.3135861,668.346
34097.0,34502.0,208.359422,680.595
34104.0,34421.0,208.3808087,667.289
34113.0,34492.0,208.4083026,673.914
34130.0,34392.0,208.4602256,666.585
34131.0,34473.0,208.4632795,668.091
34151.0,34580.0,208.524348,674.271
34151.0,34389.0,208.524348,662.129
34179.0,34576.0,208.6098138,677.064
34191.0,34445.0,208.6464313,661.403
34207.0,34515.0,208.6952446,668.737
34207.0,34421.0,208.6952446,661.138
34220.0,34577.0,208.734897,677.527
34222.0,34576.0,208.7409967,671.994
34239.0,34510.0,208.792837,666.439
34246.0,34732.0,208.8141792,684.324
34253.0,34556.0,208.8355193,672.539
34254.0,34575.0,208.8385677,668.704
34259.0,34623.0,208.8538091,676.402
34276.0,34738.0,208.9056214,689.626
34291.0,34619.0,208.9513274,671.507
34313.0,34600.0,209.0183449,671.844
34321.0,34652.0,209.0427095,669.531
34327.0,34714.0,209.0609812,677.311
34333.0,34592.0,209.0792512,665.686
34337.0,34583.0,209.0914304,667.785
34349.0,34645.0,209.1279635,674.863
34390.0,34759.0,209.252737,680.24
34394.0,34730.0,209.264906,669.762
34395.0,34638.0,209.2679482,665.156
34397.0,34776.0,209.2740324,678.85
34410.0,34802.0,209.3135751,684.481
34412.0,34677.0,209.319658,667.199
34419.0,34885.0,209.3409465,687.797
34421.0,34762.0,209.3470286,678.034
34425.0,34791.0,209.3591921,680.503
34428.0,34908.0,209.3683143,688.178
34441.0,34826.0,209.4078393,675.683
34443.0,34874.0,209.4139194,684.507
34447.0,34853.0,209.4260791,682.912
34461.0,34691.0,209.4686324,675.775
34469.0,34747.0,209.4929447,666.834
34474.0,34774.0,209.5081384,672.3
34475.0,34878.0,209.511177,677.676
34483.0,35051.0,209.5354844,687.567
34491.0,34829.0,209.5597889,674.657
34503.0,34885.0,209.5962405,678.24
34509.0,34776.0,209.6144638,668.332
34521.0,34830.0,209.6509059,667.908
34523.0,34878.0,209.6569789,673.987
34532.0,35057.0,209.6843055,689.551
34543.0,34826.0,209.7176998,670.896
34543.0,34827.0,209.7176998,669.456
34594.0,34848.0,209.8724584,670.069
34600.0,34919.0,209.8906578,673.252
34601.0,35048.0,209.8936909,685.556
34622.0,35010.0,209.9573755,683.382
34623.0,34965.0,209.9604076,675.213
34626.0,34913.0,209.9695037,667.845
34629.0,34915.0,209.9785994,670.997
34631.0,34953.0,209.9846629,670.02
34635.0,34929.0,209.9967896,667.638
34638.0,34989.0,210.0058841,677.314
34666.0,35034.0,210.0907472,681.015
34671.0,35015.0,210.1058977,674.874
34676.0,34982.0,210.1210471,668.424
34680.0,34941.0,210.1331659,669.575
34700.0,35154.0,210.1937492,690.412
34703.0,35025.0,210.2028352,676.387
34722.0,34999.0,210.2603707,670.391
34729.0,35043.0,210.281564,671.193
34733.0,35019.0,210.2936735,670.564
34747.0,35043.0,210.3360513,672.202
34748.0,35046.0,210.3390779,669.267
34750.0,35091.0,210.3451311,675.599
34757.0,35150.0,210.3663159,686.779
34761.0,35171.0,210.3784205,687.872
34766.0,35054.0,210.3935503,669.475
34771.0,35163.0,210.408679,683.109
34772.0,35103.0,210.4117046,671.947
34774.0,35139.0,210.4177557,677.726
34787.0,35126.0,210.4570836,677.348
34792.0,35231.0,210.4722078,692.19
34794.0,35187.0,210.4782571,693.537
34794.0,35052.0,210.4782571,671.293
34800.0,35120.0,210.4964041,671.796
34841.0,35137.0,210.620367,675.857
34841.0,35122.0,210.620367,670.201
34847.0,35229.0,210.6385017,686.633
34850.0,35119.0,210.6475685,674.295
34865.0,35256.0,210.6928967,680.0
34878.0,35188.0,210.7321732,671.541
34878.0,35217.0,210.7321732,679.271
34879.0,35298.0,210.7351942,689.973
34879.0,35258.0,210.7351942,675.467
34882.0,35219.0,210.7442569,680.065
34883.0,35182.0,210.7472777,672.664
34895.0,35227.0,210.7835238,677.7
34911.0,35252.0,210.8318423,677.462
34911.0,35204.0,210.8318423,670.061
34912.0,35245.0,210.8348619,676.03
34924.0,37992.0,210.871093,816.638
34934.0,35445.0,210.9012808,687.791
34936.0,35353.0,210.9073179,682.571
34945.0,35231.0,210.9344825,675.172
34958.0,35254.0,210.973714,672.491
34960.0,35342.0,210.979749,681.462
34968.0,35218.0,211.0038872,673.319
34968.0,35858.0,211.0038872,750.395
34971.0,35269.0,211.0129383,673.194
34980.0,35276.0,211.0400893,675.203
34995.0,35298.0,211.0853331,679.687
35022.0,35293.0,211.1667477,670.696
35031.0,35369.0,211.1938789,675.649
35042.0,35380.0,211.2270346,676.65
35049.0,35349.0,211.2481309,679.396
35059.0,35314.0,211.2782649,671.731
35062.0,35579.0,211.2873042,701.948
35066.0,35356.0,211.2993561,674.509
35069.0,35563.0,211.3083945,692.225
35081.0,35395.0,211.3445445,677.561
35083.0,35513.0,211.3505688,687.873
35083.0,35477.0,211.3505688,685.515
35085.0,35658.0,211.3565931,693.747
35087.0,35477.0,211.3626171,678.15
35091.0,35466.0,211.3746647,688.22
35091.0,35452.0,211.3746647,685.847
35105.0,35508.0,211.4168258,687.922
35106.0,35503.0,211.419837,688.658
35106.0,35445.0,211.419837,680.346
35122.0,35481.0,211.4680101,679.818
35123.0,35457.0,211.4710205,685.227
35128.0,35376.0,211.4860722,669.663
35130.0,35473.0,211.4920925,678.016
35131.0,35466.0,211.4951027,684.17
35134.0,35360.0,211.5041327,668.885
35145.0,35444.0,211.5372397,681.083
35149.0,35509.0,211.5492774,682.373
35162.0,35450.0,211.5883949,673.468
35165.0,35463.0,211.597421,676.072
35175.0,35707.0,211.6275053,706.545
35176.0,35499.0,211.6305135,680.437
35208.0,35535.0,211.7267529,678.529
35221.0,35484.0,211.7658377,674.683
35223.0,35537.0,211.7718501,674.287
35237.0,35502.0,211.8139321,676.073
35246.0,35599.0,211.8409804,683.282
35247.0,35605.0,211.8439856,682.573
35254.0,35676.0,211.8650205,687.045
35259.0,35577.0,211.8800441,677.828
35272.0,35619.0,211.9191007,682.696
35272.0,35637.0,211.9191007,682.862
35277.0,35527.0,211.9341205,676.858
35283.0,35589.0,211.9521428,681.373
35287.0,35627.0,211.9641569,677.949
35288.0,35608.0,211.9671603,676.973
35300.0,35640.0,212.0031979,685.599
35302.0,35644.0,212.0092036,679.016
35304.0,35737.0,212.0152091,686.408
35313.0,35743.0,212.0422317,691.229
35316.0,35637.0,212.0512385,682.911
35321.0,35670.0,212.066249,682.903
35330.0,35655.0,212.0932651,682.682
35337.0,35671.0,212.1142753,677.215
35338.0,35669.0,212.1172766,680.836
35339.0,35667.0,212.1202778,677.909
35344.0,35807.0,212.1352834,694.82
35352.0,35760.0,212.1592901,684.112
35354.0,35726.0,212.1652914,687.741
35354.0,35666.0,212.1652914,681.226
35364.0,35761.0,212.1952951,683.341
35376.0,35693.0,212.231294,681.424
35377.0,35712.0,212.2342936,687.757
35384.0,35698.0,212.2552898,679.656
35402.0,35696.0,212.3092706,681.514
35403.0,35713.0,212.3122691,678.413
35408.0,35765.0,212.3272611,684.211
35410.0,35997.0,212.3332576,704.701
35412.0,35693.0,212.3392539,675.129
35414.0,35729.0,212.3452501,680.978
35432.0,35757.0,212.399208,681.365
35437.0,35804.0,212.4141938,685.657
35438.0,35726.0,212.4171909,678.412
35438.0,35725.0,212.4171909,677.413
35442.0,36046.0,212.4291787,698.883
35442.0,35791.0,212.4291787,681.165
35450.0,35744.0,212.4531522,680.993
35454.0,35744.0,212.4651379,677.189
35467.0,35845.0,212.5040869,683.515
35473.0,35874.0,212.5220609,687.235
35481.0,35754.0,212.5460239,679.09
35499.0,35887.0,212.5999309,688.485
35507.0,35835.0,212.6238851,682.142
35510.0,35799.0,212.6328672,676.975
35511.0,36641.0,212.6358612,702.0
35517.0,35881.0,212.6538241,678.829
35532.0,35820.0,212.6987247,676.181
35534.0,35921.0,212.7047108,684.316
35539.0,35853.0,212.7196751,690.791
35544.0,35949.0,212.7346384,683.35
35555.0,36021.0,212.7675539,697.407
35565.0,35922.0,212.7974727,682.802
35589.0,35977.0,212.8692607,687.923
35598.0,36045.0,212.896175,694.499
35602.0,35941.0,212.9081358,688.378
35605.0,35968.0,212.9171059,694.737
35608.0,35997.0,212.9260757,689.304
35609.0,36002.0,212.9290655,686.971
35610.0,35888.0,212.9320553,678.391
35615.0,36004.0,212.9470037,692.536
35634.0,36006.0,213.0037979,685.864
35647.0,35993.0,213.0426484,683.548
35647.0,35927.0,213.0426484,679.754
35652.0,36002.0,213.057589,680.437
35672.0,36078.0,213.117341,690.775
35677.0,36120.0,213.1322764,689.725
35680.0,35991.0,213.1412371,686.068
35683.0,36188.0,213.1501975,699.955
35684.0,35953.0,213.1531842,678.241
35690.0,36122.0,213.1711035,699.055
35690.0,36059.0,213.1711035,691.225
35693.0,35997.0,213.1800626,680.082
35699.0,36104.0,213.1979796,694.117
35702.0,36067.0,213.2069376,689.386
35703.0,36029.0,213.2099235,684.558
35703.0,35987.0,213.2099235,677.734
35704.0,35994.0,213.2129093,683.565
35720.0,36074.0,213.2606774,685.105
35720.0,36024.0,213.2606774,685.93
35725.0,36053.0,213.2756028,684.673
35730.0,36142.0,213.2905271,698.169
35734.0,36085.0,213.3024657,700.162
35735.0,36043.0,213.3054503,684.121
35736.0,36088.0,213.3084348,684.029
35738.0,36051.0,213.3144038,684.449
35758.0,36049.0,213.3740838,682.303
35762.0,36157.0,213.3860178,690.56
35764.0,36032.0,213.3919846,674.477
35772.0,36140.0,213.4158499,693.316
35777.0,36174.0,213.4307644,685.863
35781.0,36108.0,213.4426952,688.213
35789.0,36146.0,213.4665549,685.127
35795.0,36189.0,213.4844479,695.242
35795.0,36124.0,213.4844479,684.955
35804.0,36096.0,213.5112846,683.756
35809.0,36094.0,213.5261924,681.549
35822.0,36203.0,213.5649479,691.654
35835.0,36190.0,213.6036963,687.914
35838.0,36193.0,213.6126373,689.511
35838.0,36131.0,213.6126373,684.103
35842.0,36127.0,213.624558,679.664
35845.0,36169.0,213.633498,683.888
35853.0,36172.0,213.6573364,678.636
35864.0,36158.0,213.6901098,681.39
35872.0,36214.0,213.7139419,684.086
35901.0,36225.0,213.8003108,686.097
35901.0,36216.0,213.8003108,684.781
35915.0,36222.0,213.8419937,685.086
35923.0,36239.0,213.8658088,684.665
35932.0,36273.0,213.8925976,688.727
35954.0,36380.0,213.9580674,710.093
35955.0,36232.0,213.9610428,683.377
35955.0,36295.0,213.9610428,693.613
35967.0,36223.0,213.9967446,684.169
35969.0,36555.0,214.0026943,704.8
35972.0,36336.0,214.0116186,685.989
35975.0,36307.0,214.0205425,685.086
35977.0,36371.0,214.0264916,702.354
35978.0,36297.0,214.0294661,687.586
35996.0,36312.0,214.0829994,686.723
36000.0,36450.0,214.0948939,691.429
36006.0,36489.0,214.1127344,693.059
36013.0,36327.0,214.1335465,692.489
36022.0,36323.0,214.1603018,683.433
36029.0,36371.0,214.1811092,688.635
36032.0,36713.0,214.1900261,741.973
36036.0,36286.0,214.2019146,681.481
36044.0,36384.0,214.2256898,691.115
36059.0,36417.0,214.270261,692.057
36075.0,36522.0,214.3177934,702.685
36076.0,36427.0,214.3207638,693.745
36082.0,36409.0,214.3385855,683.764
36085.0,36414.0,214.3474958,689.809
36092.0,36433.0,214.3682851,690.636
36100.0,36350.0,214.3920417,681.59
36104.0,36456.0,214.4039191,698.492
36105.0,36668.0,214.4068883,712.899
36109.0,36461.0,214.4187649,690.918
36109.0,36550.0,214.4187649,708.201
36112.0,36709.0,214.4276718,723.077
36115.0,36464.0,214.4365784,688.089
36120.0,36437.0,214.4514219,683.177
36120.0,36472.0,214.4514219,682.617
36128.0,36465.0,214.4751694,690.354
36136.0,36663.0,214.4989142,711.044
36137.0,36540.0,214.5018821,703.387
36140.0,36473.0,214.5107856,693.003
36144.0,36563.0,214.5226564,690.759
36147.0,36675.0,214.531559,710.044
36152.0,36582.0,214.546396,694.2
36154.0,36386.0,214.5523304,679.696
36154.0,36497.0,214.5523304,691.479
36156.0,36461.0,214.5582648,687.239
36156.0,36404.0,214.5582648,683.782
36166.0,36460.0,214.5879339,684.301
36166.0,36553.0,214.5879339,693.373
36169.0,36452.0,214.5968338,685.632
36186.0,36484.0,214.6472599,685.681
36210.0,36567.0,214.7184294,690.479
36236.0,36704.0,214.7955031,714.592
36244.0,36667.0,214.8192125,701.396
36246.0,36557.0,214.8251394,684.492
36253.0,36730.0,214.8458825,698.598
36253.0,36493.0,214.8458825,681.763
36257.0,36639.0,214.8577347,690.403
36261.0,36685.0,214.8695863,701.08
36265.0,36514.0,214.8814373,684.137
36272.0,36736.0,214.9021749,724.509
36278.0,36580.0,214.9199484,689.943
36299.0,36649.0,214.982144,693.838
36301.0,36793.0,214.9880664,713.642
36311.0,36606.0,215.0176763,689.155
36325.0,36623.0,215.0591232,690.58
36331.0,36684.0,215.0768837,692.777
36336.0,36612.0,215.091683,685.99
36340.0,36609.0,215.1035217,683.845
36343.0,36737.0,215.1124003,697.705
36345.0,36613.0,215.1183192,682.374
36349.0,36645.0,215.1301564,686.851
36361.0,36669.0,215.1656643,685.038
36365.0,36680.0,215.1774989,690.321
36369.0,36716.0,215.1893329,689.67
36373.0,36684.0,215.2011663,689.957
36384.0,36749.0,215.2337046,689.513
36393.0,36655.0,215.2603232,681.994
36396.0,36785.0,215.2691954,689.842
36405.0,36738.0,215.2958096,691.958
36411.0,36825.0,215.3135506,696.862
36421.0,36706.0,215.3431157,687.46
36421.0,36776.0,215.3431157,692.256
36426.0,36779.0,215.3578967,696.301
36439.0,36736.0,215.3963226,689.312
36443.0,36837.0,215.4081445,703.908
36453.0,36717.0,215.4376966,687.95
36461.0,36805.0,215.4613354,694.029
36461.0,36845.0,215.4613354,695.283
36463.0,36818.0,215.4672447,695.433
36469.0,36766.0,215.4849715,692.125
36473.0,36858.0,215.4967886,690.992
36474.0,36817.0,215.4997428,690.09
36481.0,36781.0,215.5204209,689.428
36496.0,36927.0,215.5647244,698.972
36518.0,36855.0,215.6296865,691.304
36520.0,36852.0,215.6355912,692.007
36527.0,36865.0,215.6562562,691.877
36532.0,36893.0,215.6710158,697.29
36536.0,36879.0,215.6828227,687.345
36540.0,37058.0,215.694629,710.343
36549.0,36884.0,215.7211907,694.092
36553.0,36884.0,215.7329949,691.653
36554.0,36868.0,215.7359458,698.178
36565.0,36892.0,215.7684035,691.737
36566.0,36883.0,215.771354,694.803
36568.0,36883.0,215.7772548,691.529
36576.0,36883.0,215.8008563,687.61
36587.0,36985.0,215.8333042,705.861
36589.0,37011.0,215.8392033,698.326
36592.0,36953.0,215.8480517,698.499
36594.0,36890.0,215.8539504,688.123
36598.0,36971.0,215.8657473,691.778
36600.0,36908.0,215.8716455,693.853
36601.0,36924.0,215.8745946,692.969
36606.0,36991.0,215.8893392,700.229
36609.0,36943.0,215.8981855,688.123
36613.0,36993.0,215.90998,697.658
36620.0,36899.0,215.9306188,688.188
36629.0,36913.0,215.9571515,686.542
36648.0,37297.0,216.0131543,728.404
36655.0,37023.0,216.0337833,697.963
36661.0,36979.0,216.0514637,689.743
36663.0,37092.0,216.0573568,698.145
36677.0,36981.0,216.0986043,690.331
36677.0,36958.0,216.0986043,687.082
36701.0,37415.0,216.169296,719.886
36705.0,37077.0,216.1810757,698.444
36707.0,37074.0,216.1869653,697.665
36711.0,37042.0,216.198744,701.528
36730.0,37038.0,216.2546843,692.349
36733.0,37081.0,216.2635156,696.714
36736.0,37023.0,216.2723466,695.806
36738.0,37032.0,216.2782338,690.192
36740.0,37128.0,216.2841207,708.732
36741.0,37052.0,216.2870641,692.928
36746.0,37125.0,216.3017806,701.775
36768.0,37178.0,216.3665214,699.477
36775.0,37039.0,216.3871167,691.274
36778.0,37050.0,216.3959426,686.751
36789.0,37058.0,216.4283013,687.353
36791.0,37159.0,216.4341842,699.632
36805.0,37153.0,216.4753599,699.998
36806.0,37082.0,216.4783007,692.839
36813.0,37100.0,216.4988854,691.769
36824.0,37125.0,216.5312287,689.547
36831.0,37129.0,216.5518083,692.49
36839.0,37173.0,216.5753254,693.645
36841.0,37129.0,216.5812043,689.544
36847.0,37168.0,216.59884,691.017
36851.0,37198.0,216.6105964,699.211
36856.0,37126.0,216.6252909,693.273
36860.0,37289.0,216.6370458,704.322
36863.0,37161.0,216.6458616,690.538
36864.0,37195.0,216.6488001,698.915
36870.0,37138.0,216.6664303,692.977
36872.0,37183.0,216.6723067,692.414
36880.0,37219.0,216.6958108,694.705
36883.0,37217.0,216.7046242,696.855
36888.0,37205.0,216.7193123,697.864
36892.0,37200.0,216.7310621,697.906
36898.0,37250.0,216.7486856,695.299
36906.0,37298.0,216.7721814,702.412
36911.0,37249.0,216.786865,690.768
36917.0,37353.0,216.804484,700.833
36919.0,37346.0,216.8103567,706.713
36934.0,37227.0,216.8543966,697.608
36939.0,37283.0,216.8690747,695.361
36952.0,37282.0,216.9072328,696.83
36955.0,37410.0,216.9160376,708.623
36955.0,37319.0,216.9160376,697.491
36957.0,37260.0,216.9219073,696.21
36968.0,37213.0,216.9541875,693.68
36975.0,37252.0,216.974727,694.805
36975.0,37239.0,216.974727,692.588
36976.0,37264.0,216.9776611,692.719
36980.0,37374.0,216.9893969,697.756
36982.0,37558.0,216.9952646,708.896
36986.0,37350.0,217.0069994,693.771
36988.0,37312.0,217.0128666,697.873
36993.0,37364.0,217.0275339,697.963
36995.0,37328.0,217.0334006,694.774
37004.0,37330.0,217.0597985,696.689
37008.0,37288.0,217.0715299,691.802
37027.0,37328.0,217.1272452,698.113
37031.0,37423.0,217.138973,700.842
37039.0,37324.0,217.1624265,690.695
37043.0,37450.0,217.1741524,710.832
37047.0,37442.0,217.1858776,710.523
37049.0,37347.0,217.1917399,692.49
37053.0,37533.0,217.2034642,735.079
37068.0,37452.0,217.2474245,704.024
37074.0,37612.0,217.2650061,720.184
37075.0,37441.0,217.2679362,699.179
37083.0,37498.0,217.2913759,704.984
37090.0,37376.0,217.3118835,693.447
37092.0,37492.0,217.3177425,706.388
37094.0,37364.0,217.3236013,691.978
37109.0,37419.0,217.3675373,694.497
37109.0,37369.0,217.3675373,694.219
37114.0,37525.0,217.3821806,702.71
37117.0,37429.0,217.3909662,699.991
37135.0,37424.0,217.443672,696.823
37138.0,37506.0,217.4524551,707.772
37152.0,37406.0,217.493438,694.797
37164.0,37548.0,217.5285601,710.014
37165.0,37477.0,217.5314866,692.541
37170.0,37485.0,217.546119,693.745
37177.0,37506.0,217.5666026,692.052
37179.0,37555.0,217.5724547,704.496
37187.0,37563.0,217.5958615,706.995
37189.0,37534.0,217.6017128,700.253
37190.0,37707.0,217.6046384,738.964
37191.0,37541.0,217.607564,698.872
37196.0,37561.0,217.6221912,700.485
37211.0,37559.0,217.6660669,701.519
37212.0,37535.0,217.6689917,698.087
37220.0,37513.0,217.6923881,697.179
37225.0,37629.0,217.7070097,713.798
37227.0,37555.0,217.712858,698.145
37240.0,37527.0,217.7508683,695.977
37248.0,37661.0,217.774256,705.116
37248.0,37633.0,217.774256,703.557
37256.0,37502.0,217.7976411,693.806
37264.0,37541.0,217.8210238,693.036
37265.0,37602.0,217.8239464,700.187
37268.0,37667.0,217.8327141,714.729
37301.0,37731.0,217.9291359,711.888
37301.0,37579.0,217.9291359,699.032
37308.0,37607.0,217.9495835,698.873
37311.0,37590.0,217.9583461,694.501
37315.0,37735.0,217.9700292,701.999
37322.0,37630.0,217.9904729,695.359
37348.0,37715.0,218.0663902,702.527
37348.0,37690.0,218.0663902,701.625
37350.0,37637.0,218.0722289,699.848
37352.0,37811.0,218.0780674,703.246
37353.0,37752.0,218.0809866,701.883
37362.0,37914.0,218.1072577,721.309
37362.0,37693.0,218.1072577,714.562
37365.0,37673.0,218.1160141,700.139
37365.0,37705.0,218.1160141,702.379
37366.0,37744.0,218.1189328,700.27
37388.0,37784.0,218.1831343,707.703
37393.0,37751.0,218.1977229,699.759
37393.0,37667.0,218.1977229,696.723
37394.0,37814.0,218.2006405,704.489
37410.0,37739.0,218.247317,697.345
37420.0,37757.0,218.2764847,704.994
37424.0,37686.0,218.2881507,695.317
37429.0,37813.0,218.3027323,710.889
37430.0,37742.0,218.3056485,699.619
37438.0,37738.0,218.3289767,698.989
37438.0,37803.0,218.3289767,711.096
37445.0,37798.0,218.3493869,703.374
37446.0,37754.0,218.3523025,698.296
37453.0,37925.0,218.3727104,706.241
37454.0,37765.0,218.3756257,698.809
37459.0,37773.0,218.3902015,699.387
37475.0,37837.0,218.4368374,713.238
37479.0,37879.0,218.4484948,703.264
37482.0,37878.0,218.4572375,705.803
37482.0,37731.0,218.4572375,693.294
37483.0,37793.0,218.4601516,699.808
37492.0,37814.0,218.4863772,701.925
37492.0,37828.0,218.4863772,701.454
37493.0,37758.0,218.4892909,695.177
37506.0,37812.0,218.5271662,700.778
37512.0,37891.0,218.5446449,712.467
37512.0,37910.0,218.5446449,704.306
37513.0,37951.0,218.5475578,706.094
37516.0,37869.0,218.5562965,708.078
37533.0,37918.0,218.6058092,703.354
